header,class,mechanism,group
gi|728797461|emb|LN515533.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|401871164|gb|JX121120.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
957|M97297.1|TRNVAN|Glycopeptides|VanA-type_resistance_protein|VANXA,Glycopeptides,VanA-type resistance protein,VANXA
CARD|phgb|BX664015|103017-103833|ARO:3002641|APH3-PRIME-Ia|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-PRIME
Gly|VanH-A|FJ86609|3762-4730|969|Glycopeptides|VanA-type_resistance_protein|VANHA,Glycopeptides,VanA-type resistance protein,VANHA
gi|698174175|gb|KM087842.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|408535166|dbj|AB753456.1|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
gi|698174167|gb|KM087838.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Mdr|U46859.1|gene23|Multi-drug_resistance|Multi-drug_efflux_pumps|ROSA,Multi-drug resistance,Multi-drug efflux pumps,ROSA
Met|nimH_1_FJ969397|Metronidazole|nim_nitroimidazole_reductase|NIMA,Metronidazole,nim nitroimidazole reductase,NIMA
CARD|phgb|KF732714|0-657|ARO:3002798|QnrS9|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,Fluoroquinolones,Quinolone resistance protein Qnr,QNRS
Bla|TEM-118|AY130285|1-785|785|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
1747|AB926431.1|AB926431|betalactams|Class_B_betalactamases|NDM,betalactams,Class B betalactamases,NDM
956|M97297.1|TRNVAN|Glycopeptides|VanA-type_resistance_protein|VANA,Glycopeptides,VanA-type resistance protein,VANA
Bla|LEN-23|AM850913|1-861|861|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
AGly|AF031332.1|gene1|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|SHV-85|DQ322460|16-876|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
1815|AY236073.2|AY236073|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|591389161|gb|KF986263.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|OXA-118|AF371964|119-919|801|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
1374|DQ077487.1|DQ077487|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET33,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET33
AGly|CP004067.1|gene46|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH2-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH2-DPRIME
Phe|M90091.1|gene2|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
AGly|M23634.1|gene1|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Gly|NC_002745.1122806|Glycopeptides|Bleomycin_resistance_protein|BRP,Glycopeptides,Bleomycin resistance protein,BRP
Bla|IMP-1|HM036079|114-854|741|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
Bla|cfiA9|AB087234|1-750|750|betalactams|Class_B_betalactamases|CFIA,betalactams,Class B betalactamases,CFIA
Phe|PexA|HM537013|14055-25302|1248|Phenicol|Phenicol_efflux_pumps|PEXA,Phenicol,Phenicol efflux pumps,PEXA
1389|FN561628.1|FN561628|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
Tet|tetS_1_DQ377340|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETS
Bla|CTX-M-129|JX017364|239-1114|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
MLS|MefA|U70055|314-1531|1218|MLS|Macrolide_resistance_efflux_pumps|MEFA,MLS,Macrolide resistance efflux pumps,MEFA
Bla|KPC-4_1_AY700571|betalactams|Class_A_betalactamases|KPC,betalactams,Class A betalactamases,KPC
MLS|DQ195536.2|orf0|gene|MLS|Macrolide_glycosyltransferases|MGT,MLS,Macrolide glycosyltransferases,MGT
Bla|GOB-1|AF090141|243-1115|873|betalactams|Class_B_betalactamases|GOB,betalactams,Class B betalactamases,GOB
gi|5002311|gb|AF148850.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
950|J03306.1|PAZDHFRA|Trimethoprim|Dihydrofolate_reductase|DHFRIII|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFRIII
Bla|CTX-M-10|AF255298|1-873|873|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|IND-12|HM245380|28-759|732|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
182|AF118107.1|AF118107|Phenicol|Phenicol_efflux_pumps|FLOR,Phenicol,Phenicol efflux pumps,FLOR
AGly|str_2_FN435330|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT6,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT6
Tmt|dfrA1_2_AJ419168|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
Tmt|DfrA30|AM997279|705-1178|474|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
gi|160858187|emb|AJ866285.2|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Gly|DQ212986.1|gene7|Glycopeptides|VanG-type_accessory_protein|VANWG,Glycopeptides,VanG-type accessory protein,VANWG
AGly|Aph6-Ia|AY971801|1-924|924|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH6,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH6
CARD|phgb|AE004091.2|4903465-4904596|ARO:3003030|mexV|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXV,Multi-drug resistance,Multi-drug efflux pumps,MEXV
gi|698174189|gb|KM087849.1|betalactams|Class_C_betalactamases|DHA,betalactams,Class C betalactamases,DHA
Sul|CP001581.1|gene938|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Flq|NC_007793.3912939|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
Bla|TEM-29_1_DQ269440|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
1582|KC999080.2|KC999080|betalactams|Class_B_betalactamases|NDM,betalactams,Class B betalactamases,NDM
AGly|Aac6-Iai|EU886977|544-1110|567|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Elf|NC_002951.3236433|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
Bla|TEM-177|FN652295|1-861|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|NC_002156|1429-2290|ARO:3000979|TEM-116|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|357933380|dbj|AB634250.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|CMY-95|JX514369|297-1483|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Rif|AP010904.1|gene3156|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
MLS|msrA_2_AB013298|MLS|Macrolide_resistance_efflux_pumps|MSRA,MLS,Macrolide resistance efflux pumps,MSRA
Bla|CTX-M-59|EU622856|6869-7744|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|388564835|gb|JQ733573.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|5002313|gb|AF148851.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Sul|AE000516.2|gene3902|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,FOLP
Bla|NMC-A|Z21956|1221-2099|879|betalactams|Class_A_betalactamases|NMCA,betalactams,Class A betalactamases,NMCA
gi|149167|gb|M88143.1|KPNBETALAC|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|TEM-10_1_AF093512|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|NC_023287|65291-66509|ARO:3000615|mefA|MLS|Macrolide_resistance_efflux_pumps|MEFA,MLS,Macrolide resistance efflux pumps,MEFA
gi|171705295|gb|EU419746.1|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
Bla|TEM-113|AY589494|194-1054|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|AmpC2|Ecoli|CP002970|332756-333889|1134|betalactams|Class_C_betalactamases|BLAEC,betalactams,Class C betalactamases,BLAEC
gi|126013667|gb|EF418608.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|FJ785626.1|gene1|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
gi|89077561|gb|DQ388882.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|191174821|emb|AM931008.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|4760642|dbj|AB010417.1|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
Flq|NC_011586.7046300|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
1209|GQ202693.1|GQ202693|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
gi|28912444|gb|AY210887.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Flq|QnrB4|DQ303921|4-648|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
MLS|VatE|AF139725|63-707|645|MLS|Streptogramin_A_O-acetyltransferase|VATE,MLS,Streptogramin A O-acetyltransferase,VATE
Mdr|NC_002516.2.880450|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXH,Multi-drug resistance,Multi-drug efflux pumps,MEXH
Bla|OKP-A-10|AM051149|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
Bla|AJ634602|gene|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|AE004091.2|2503424-2503895|ARO:3000836|soxR|Multi-drug_resistance|MDR_regulator|SOXS|RequiresSNPConfirmation,Multi-drug resistance,MDR regulator,SOXS
AGly|AF047479.2|gene10|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
CARD|phgb|AM403715|302-854|ARO:3002857|dfrA26|Trimethoprim|Dihydrofolate_reductase|DFRA,Trimethoprim,Dihydrofolate reductase,DFRA
gi|345128596|gb|HQ875573.1|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
gi|591542892|gb|KJ207205.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
976|DQ018711.1|DQ018711|Glycopeptides|VanA-type_resistance_protein|VANA,Glycopeptides,VanA-type resistance protein,VANA
807|K00544.1|BACCAT86|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
Bla|SHV-135|HQ637576|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Elf|CP004022.1|gene2801|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
gi|160948456|emb|AM176556.2|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
AGly|Aac6-31|AJ640197|2474-2992|519|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|CEPA-44|U05885|556-1458|903|betalactams|Class_A_betalactamases|CEPA,betalactams,Class A betalactamases,CEPA
CARD|phgb|JX042489|141-1002|ARO:3000890|TEM-19|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|pvgb|NC_003197|4503969-4504293|ARO:3003383|Salmonella|Multi-drug_resistance|MDR_regulator|SOXS|RequiresSNPConfirmation,Multi-drug resistance,MDR regulator,SOXS
Phe|NC_002096.2598307|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
gi|225219825|gb|FJ790516.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|11096455|gb|AF219135.2|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
gi|39932884|gb|AY445080.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|58701169|gb|AY750908.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|HERA-5|AJ536089|1-873|873|betalactams|Class_A_betalactamases|HERA,betalactams,Class A betalactamases,HERA
Bla|SHV-145|JX013655|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|396586112|gb|JX013656.1|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
Flq|QnrB23|FJ981622|37-681|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
gi|56554764|gb|AY847144.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Flq|NC_008702.1.4606680|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
1267|AB976602.1|AB976602|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
CARD|phgb|EU408346|4825-5713|ARO:3002482|LRA-1|betalactams|Class_B_betalactamases|LRA,betalactams,Class B betalactamases,LRA
Bla|OKP-B-16|AM850918|25-885|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
gi|23505685|gb|AY130284.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|537430798|gb|KF057029.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|NC_002516.2.877990|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|IND2a|AF219130|1-732|732|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
Tmt|Dfr22|AJ628423|325-822|498|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
gi|597709737|emb|HG934763.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|SHV-121|AB538449|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|phgb|AJ620678|0-753|ARO:3000845|GIM-1|betalactams|Class_B_betalactamases|GIM,betalactams,Class B betalactamases,GIM
1189|AJ243491.1|AJ243491|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
ACou|NC_002952.2859942|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
1081|AF294653.1|AF294653|Phenicol|Phenicol_efflux_pumps|CML,Phenicol,Phenicol efflux pumps,CML
CARD|phgb|AL123456|1853605-1854388|ARO:3003060|tsnr|Thiostrepton|Thiostrepton_23S_rRNA_methyltransferases|TSNR,Thiostrepton,Thiostrepton 23S rRNA methyltransferases,TSNR
Sul|sul1_7_FJ715937|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
CARD|phgb|AY047358|1710-2352|ARO:3003552|fusB|Fusidic_acid|Ribosomal_zinc-binding_protein|FUSB,Fusidic acid,Ribosomal zinc-binding protein,FUSB
Bla|TEM-205_1_KC900516|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|OKP-B-1|AJ635402|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
Bla|IND-2|EF394439|1-732|732|betalactams|Class_B_betalactamases|IND,betalactams,Class B betalactamases,IND
Bla|SHV-1_17_FJ668799|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Flq|QnrB40|JN166689|1-660|660|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
gi|530776686|emb|HG423149.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
gi|15705412|gb|AF395881.1|betalactams|Class_A_betalactamases|KPC,betalactams,Class A betalactamases,KPC
CARD|phgb|DQ212986|5984-7034|ARO:3002909|vanG|Glycopeptides|VanG-type_resistance_protein|VANG,Glycopeptides,VanG-type resistance protein,VANG
940|AF028812.1|AF028812|Trimethoprim|Dihydrofolate_reductase|DFRF,Trimethoprim,Dihydrofolate reductase,DFRF
CARD|phgb|AB709942|1194-1749|ARO:3003677|AAC6-PRIME-Iaj|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Tet|tetG_1_AJ276217|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETG,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETG
Bla|LEN24_1_AM850914|betalactams|Class_A_betalactamases|LEN,betalactams,Class A betalactamases,LEN
Gly|VanHA-Bc|Y15704|23-1054|1032|Glycopeptides|VanA-type_resistance_protein|VANA,Glycopeptides,VanA-type resistance protein,VANA
CARD|pvgb|NC_002952|7004-9665|ARO:3003296|Staphylococcus|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
1074|FJ854362.1|FJ854362|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|CTX-M-33|AY238472|13-888|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Tet|TetR|HF545434|53576-54226|651|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,Tetracyclines,Tetracycline transcriptional repressor,TETR
CARD|pvgb|Z70722|4202-6296|ARO:3003304|Mycobacterium|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB
gi|11761377|dbj|D13304.2|KPNPRMOX1|betalactams|Class_C_betalactamases|MOX,betalactams,Class C betalactamases,MOX
MLS|vgaA_LC_1_GQ891882|MLS|ABC_transporter|VGA,MLS,ABC transporter,VGA
Bla|SHV-110|HQ877614|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|126013510|gb|EF415650.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Rif|CP000034.1|gene3741|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
680|unknown_id|unknown_name|MLS|23S_rRNA_methyltransferases|RLMH,MLS,23S rRNA methyltransferases,RLMH
Bla|OXA-107|EF650033|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Sul|sul1_8_JN581942|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
83|JQ768046.1|JQ768046|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,Tetracyclines,Tetracycline transcriptional repressor,TETR
Bla|OXY2-6|AY077485|184-1056|870|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
Bla|SHV-122_1_HM751103|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
CARD|pvgb|CP001918|235165-236350|ARO:3001312|elfamycin|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
AGly|Aph3-dprime-Ic|DQ336355|603-1367|816|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
CARD|phgb|NC_011595|1249018-1249348|ARO:3000768|abeS|Multi-drug_resistance|Multi-drug_efflux_pumps|ABES,Multi-drug resistance,Multi-drug efflux pumps,ABES
gi|227018497|gb|FJ873739.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|TEM-33|GU371926|50305-51165|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|FJ785625.1|gene1|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
gi|496632|emb|X78117.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Phe|X53797.1|gene1|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
