header,type,class,mechanism,group
MEG_3268|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|HMRM,Drugs,Multi-drug resistance,Multi-drug MATE efflux pumps,HMRM
MEG_3447|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KDEA,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,KDEA
MEG_3460|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KMRA,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,KMRA
MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,KPN
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,KPN
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNE,Drugs,Multi-drug resistance,Multi-drug SMR efflux pumps,KPNE
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNF,Drugs,Multi-drug resistance,Multi-drug SMR efflux pumps,KPNF
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|KPNO,Drugs,Multi-drug resistance,Multi-drug SMR efflux pumps,KPNO
MEG_3599|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|LMRS,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,LMRS
MEG_3661|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MARA
MEG_3662|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARA,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MARA
MEG_3663|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MARR,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MARR
MEG_3736|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,MDFA
MEG_3737|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,MDFA
MEG_3738|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,MDFA
MEG_3739|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDFA,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,MDFA
MEG_3741|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,MDRL
MEG_3742|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,MDRL
MEG_3743|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_MFS_efflux_pumps|MDRL,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,MDRL
MEG_3744|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MDTA
MEG_3745|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MDTA
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MDTA
MEG_3747|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MDTB
MEG_3748|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MDTB
MEG_3749|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MDTC
MEG_3750|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTC,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MDTC
MEG_3751|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTE,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MDTE
MEG_3752|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTF,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MDTF
MEG_3753|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,MDTG
MEG_3754|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTG,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,MDTG
MEG_3755|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTH,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,MDTH
MEG_3756|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTI,Drugs,Multi-drug resistance,Multi-drug SMR efflux pumps,MDTI
MEG_3757|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MDTJ,Drugs,Multi-drug resistance,Multi-drug SMR efflux pumps,MDTJ
MEG_3758|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,Drugs,Multi-drug resistance,Multi-drug MATE efflux pumps,MDTK
MEG_3759|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,Drugs,Multi-drug resistance,Multi-drug MATE efflux pumps,MDTK
MEG_3760|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MDTK,Drugs,Multi-drug resistance,Multi-drug MATE efflux pumps,MDTK
MEG_3761|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,MDTM
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,MDTM
MEG_3763|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTN,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MDTN
MEG_3764|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTO,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MDTO
MEG_3765|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MDTP,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MDTP
MEG_3832|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,Drugs,Multi-drug resistance,Multi-drug MATE efflux pumps,MEPA
MEG_3833|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,Drugs,Multi-drug resistance,Multi-drug MATE efflux pumps,MEPA
MEG_3834|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,Drugs,Multi-drug resistance,Multi-drug MATE efflux pumps,MEPA
MEG_3836|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_regulator|MEPR,Drugs,Multi-drug resistance,Multi-drug MATE efflux regulator,MEPR
MEG_3899|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXA
MEG_3900|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXA
MEG_3901|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXB
MEG_3902|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXB
MEG_3903|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXB
MEG_3904|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXC,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXC
MEG_3905|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXC,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXC
MEG_3906|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXC,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXC
MEG_3907|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXD,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXD
MEG_3908|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXE
MEG_3909|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXE
MEG_3910|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXE,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXE
MEG_3911|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXF
MEG_3912|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXF,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXF
MEG_3913|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXG,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXG
MEG_3914|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXH,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXH
MEG_3915|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXI,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXI
MEG_3916|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXJ,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXJ
MEG_3917|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXK,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXK
MEG_3918|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXL,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MEXL
MEG_3919|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXN
MEG_3920|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXN
MEG_3921|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXQ
MEG_3922|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXQ
MEG_3923|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXQ,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXQ
MEG_3924|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MEXR
MEG_3925|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MEXR
MEG_3926|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MEXR
MEG_3927|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MEXR
MEG_3928|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MEXR
MEG_3929|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MEXR
MEG_3930|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXR,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MEXR
MEG_3931|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXS|RequiresSNPConfirmation,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MEXS
MEG_3932|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT|RequiresSNPConfirmation,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MEXT
MEG_3933|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT|RequiresSNPConfirmation,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MEXT
MEG_3934|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXT,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MEXT
MEG_3937|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXX,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXX
MEG_3938|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXX,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXX
MEG_3939|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXY,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXY
MEG_3940|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXY,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MEXY
MEG_3941|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MEXZ|RequiresSNPConfirmation,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MEXZ
MEG_3996|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MMR,Drugs,Multi-drug resistance,Multi-drug SMR efflux pumps,NMR
MEG_4076|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MTRA,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MTRA
MEG_4077|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_regulator|MTRA,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MTRA
MEG_4079|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRC,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MTRC
MEG_4080|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRC,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MTRC
MEG_4081|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRD,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MTRD
MEG_4082|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRD,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MTRD
MEG_4083|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRD,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MTRD
MEG_4084|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRE,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MTRE
MEG_4085|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRE,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MTRE
MEG_4086|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MTRF,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,MTRF
MEG_4087|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|MTRR|RequiresSNPConfirmation,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MTRR
MEG_4088|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|MTRR|RequiresSNPConfirmation,Drugs,Multi-drug resistance,Multi-drug RND efflux regulator,MTRR
MEG_4103|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pumps|MVRC,Drugs,Multi-drug resistance,Multi-drug SMR efflux pumps,MVRC
MEG_4206|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,NORA
MEG_4207|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,NORA
MEG_4208|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,NORA
MEG_4209|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORA,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,NORA
MEG_4210|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|NORB,Drugs,Multi-drug resistance,Multi-drug MFS efflux pumps,NORB
MEG_4212|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|NORM,Drugs,Multi-drug resistance,Multi-drug MATE efflux pumps,NORM
MEG_4301|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OPRN,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OPRN
MEG_4302|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OPRN,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OPRN
MEG_4303|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OPRZ,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OPRZ
MEG_4324|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXA
MEG_4325|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXA
MEG_4326|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXA
MEG_4327|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXA
MEG_4328|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXA
MEG_4329|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXA
MEG_4330|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXA
MEG_4331|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXA
MEG_4332|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXA
MEG_4333|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXA
MEG_4334|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXA
MEG_4335|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXA,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXA
MEG_4336|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXB
MEG_4337|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXB
MEG_4338|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXB
MEG_4339|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXB
MEG_4340|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXB
MEG_4341|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXB
MEG_4342|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXB
MEG_4343|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXB
MEG_4344|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXB
MEG_4345|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXB
MEG_4346|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXB
MEG_4347|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXB
MEG_4348|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,Drugs,Multi-drug resistance,Multi-drug RND efflux pumps,OQXB
