Database,Source_header,MEGARes_header,UpdatedHeader
AMRFinder,696294757|WP_032870384.1|NG_052458|1|1|aacA-ACI5|aacA-ACI5|AAC(6')-Ighjkrstuvwx_family_aminoglycoside_N-acetyltransferase NG_052458:101-541,MEG_110|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,497196670|WP_009510932.1|NG_052258|1|1|aacA-ACI5|aacA-ACI5|AAC(6')-Ighjkrstuvwx_family_aminoglycoside_N-acetyltransferase NG_052258:101-541,MEG_111|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,696298948|WP_032874497.1|NG_052457|1|1|aacA-ACI5|aacA-ACI5|AAC(6')-Ighjkrstuvwx_family_aminoglycoside_N-acetyltransferase NG_052457:101-541,MEG_112|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,696304861|WP_032880374.1|NG_052531|1|1|aacA-ACI5|aacA-ACI5|AAC(6')-Ighjkrstuvwx_family_aminoglycoside_N-acetyltransferase NG_052531:101-541,MEG_113|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,491339916|WP_005197871.1|NG_052400|1|1|aacA-ACI4|aacA-ACI4|AAC(6')-Ighjkrstuvwx_family_aminoglycoside_N-acetyltransferase NG_052400:101-538,MEG_114|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,496226869|WP_008940904.1|NG_052523|1|1|aacA-ACI1|aacA-ACI1|AAC(6')-Ighjkrstuvwx_family_aminoglycoside_N-acetyltransferase NG_052523:101-538,MEG_115|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,491232938|WP_005091170.1|NG_052398|1|1|aacA-ACI1|aacA-ACI1|AAC(6')-Ighjkrstuvwx_family_aminoglycoside_N-acetyltransferase NG_052398:101-538,MEG_116|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,515965189|WP_017395772.1|NG_052255|1|1|aacA-ACI1|aacA-ACI1|AAC(6')-Ighjkrstuvwx_family_aminoglycoside_N-acetyltransferase NG_052255:101-538,MEG_117|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,491411993|WP_005269797.1|NG_052527|1|1|aacA-ACI3|aacA-ACI3|AAC(6')-Ighjkrstuvwx_family_aminoglycoside_N-acetyltransferase NG_052527:101-541,MEG_118|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,491385602|WP_005243483.1|NG_052525|1|1|aacA-ACI3|aacA-ACI3|AAC(6')-Ighjkrstuvwx_family_aminoglycoside_N-acetyltransferase NG_052525:101-541,MEG_119|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,695263025|WP_032489895.1|NG_047275|1|1|aac(6')-Ia|aac(6')-Ia|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ia NG_047275:101-658,MEG_120|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,970308038|WP_058677876.1|NG_052217|1|1|aac(6')-Ia|aac(6')-Ia|aminoglycoside_6'-N-acetyltransferase_AAC(6')-Ia NG_052217:101-658,MEG_121|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,916842019|WP_051449075.1|NG_052107|1|1|aacA8|aacA8|aminoglycoside_6'-N-acetyltransferase_AacA8 NG_052107:101-655,MEG_122|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,917038817|WP_051645529.1|NG_051559|1|1|aac(6')-30|aac(6')-30|aminoglycoside_6'-N-acetyltransferase_AAC(6')-30 NG_051559:101-541,MEG_123|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,822206438|WP_046928126.1|NG_054688|1|1|aacA-STR-15|aacA-STR-15|aminoglycoside_6'-N-acetyltransferase NG_054688:101-589,MEG_124|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1105502185|WP_071846335.1|NG_052628|1|1|aac(6')-Ib|aac(6')-Ib|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase NG_052628:101-655,MEG_125|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,764588668|WP_044424439.1|NG_047265|1|1|aac(6')-31|aac(6')-31|aminoglycoside_N-acetyltransferase_AAC(6')-31 NG_047265:101-655,MEG_126|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,939369456|WP_054914207.1|NG_052210|1|1|aac(6')-31|aac(6')-31|aminoglycoside_N-acetyltransferase_AAC(6')-31 NG_052210:101-655,MEG_127|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,959688383|WP_058124867.1|NG_052214|1|1|aac(6')-31|aac(6')-31|aminoglycoside_N-acetyltransferase_AAC(6')-31 NG_052214:101-655,MEG_128|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1105502108|WP_071846260.1|NG_052301|1|1|aac(6')-set_A|aac(6')-set_A|aminoglycoside_6'-N-acetyltransferase NG_052301:101-655,MEG_129|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1102724704|WP_071593200.1|NG_052024|1|1|aac(6')-Ib|aac(6')-Ib|AAC(6')-Ib_family_aminoglycoside_6'-N-acetyltransferase NG_052024:101-655,MEG_130|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1105502087|WP_071846239.1|NG_052254|1|1|aac(6')-set_A|aac(6')-set_A|aminoglycoside_6'-N-acetyltransferase NG_052254:101-655,MEG_131|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1105502107|WP_071846259.1|NG_052300|1|1|aac(6')-set_A|aac(6')-set_A|aminoglycoside_6'-N-acetyltransferase NG_052300:101-616,MEG_132|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,926302680|WP_053638058.1|NG_052206|1|1|aacA-STR-7|aacA-STR-7|aminoglycoside_6'-N-acetyltransferase NG_052206:101-574,MEG_133|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,664569945|WP_031084431.1|NG_052342|1|1|aacA-STR-7|aacA-STR-7|aminoglycoside_6'-N-acetyltransferase NG_052342:101-574,MEG_134|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,663407871|WP_030403494.1|NG_052205|1|1|aacA-STR-7|aacA-STR-7|aminoglycoside_6'-N-acetyltransferase NG_052205:101-574,MEG_135|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,638917972|WP_024437351.1|NG_052295|1|1|aacA43|aacA43|AAC(6')-Ia_family_aminoglycoside_6'-N-acetyltransferase_AacA43 NG_052295:101-664,MEG_136|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,498462935|WP_010768325.1|NG_052165|1|1|aac(6')_Entco|aac(6')_Entco|aminoglycoside_6'-N-acetyltransferase NG_052165:101-664,MEG_137|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,488268538|WP_002339746.1|NG_052261|1|1|aacA-ENT1|aacA-ENT1|aminoglycoside_6'-N-acetyltransferase NG_052261:101-649,MEG_138|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,488222781|WP_002293989.1|NG_052140|1|1|aacA-ENT1|aacA-ENT1|aminoglycoside_6'-N-acetyltransferase NG_052140:101-649,MEG_139|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,639458212|WP_024635824.1|NG_052447|1|1|aacA-ENT1|aacA-ENT1|aminoglycoside_6'-N-acetyltransferase NG_052447:101-649,MEG_140|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,488256966|WP_002328174.1|NG_052260|1|1|aacA-ENT1|aacA-ENT1|aminoglycoside_6'-N-acetyltransferase NG_052260:101-649,MEG_141|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,498415023|WP_010723742.1|NG_052161|1|1|aacA-ENT1|aacA-ENT1|aminoglycoside_6'-N-acetyltransferase NG_052161:101-649,MEG_142|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,498419823|WP_010727362.1|NG_052159|1|1|aacA-ENT1|aacA-ENT1|aminoglycoside_6'-N-acetyltransferase NG_052159:101-649,MEG_143|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,488302933|WP_002373947.1|NG_052285|1|1|aacA-ENT1|aacA-ENT1|aminoglycoside_6'-N-acetyltransferase NG_052285:101-649,MEG_144|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,498444835|WP_010750427.1|NG_052164|1|1|aac(6')_Entco|aac(6')_Entco|aminoglycoside_6'-N-acetyltransferase NG_052164:101-643,MEG_145|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,896246624|WP_049241494.1|NG_052196|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052196:101-541,MEG_146|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1105502183|WP_071846333.1|NG_052419|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052419:101-541,MEG_147|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,727189478|WP_033651281.1|NG_052178|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052178:101-541,MEG_148|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,491075553|WP_004937175.1|NG_052389|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052389:101-541,MEG_149|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,727182101|WP_033644545.1|NG_052450|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052450:101-541,MEG_150|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,896201646|WP_049208356.1|NG_052194|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052194:101-541,MEG_151|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,498447238|WP_010752789.1|NG_052163|1|1|aac(6')_Entco|aac(6')_Entco|aminoglycoside_6'-N-acetyltransferase NG_052163:101-664,MEG_152|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,836571982|WP_047729810.1|NG_052471|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052471:101-541,MEG_153|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,742400403|WP_038879528.1|NG_052292|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052292:101-541,MEG_154|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,851965761|WP_048234935.1|NG_052472|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052472:101-541,MEG_155|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,751567893|WP_041036791.1|NG_052449|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052449:101-541,MEG_156|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,835583607|WP_047570454.1|NG_052420|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052420:101-541,MEG_157|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,983555919|WP_060706838.1|NG_052209|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052209:101-541,MEG_158|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,896207031|WP_049212943.1|NG_052191|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052191:101-541,MEG_159|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,896189014|WP_049198488.1|NG_052195|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052195:101-541,MEG_160|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,896287250|WP_049270433.1|NG_052190|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052190:101-541,MEG_161|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,727159600|WP_033632034.1|NG_052347|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052347:101-541,MEG_162|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,983383199|WP_060560340.1|NG_054690|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_054690:101-541,MEG_163|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,518282883|WP_019453091.1|NG_052284|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052284:101-541,MEG_164|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,822042381|WP_046897272.1|NG_052467|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052467:101-541,MEG_165|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,852261252|WP_048325528.1|NG_052187|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052187:101-541,MEG_166|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,727165197|WP_033636082.1|NG_052451|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052451:101-541,MEG_167|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,727193031|WP_033654785.1|NG_052345|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052345:101-541,MEG_168|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,746536919|WP_039569351.1|NG_052427|1|1|aac(6')_Serra|aac(6')_Serra|aminoglycoside_6'-N-acetyltransferase NG_052427:101-541,MEG_169|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,736861087|WP_034860925.1|NG_052291|1|1|aac(6')_Entco|aac(6')_Entco|aminoglycoside_6'-N-acetyltransferase NG_052291:101-649,MEG_170|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,736694985|WP_034700626.1|NG_052337|1|1|aacA-ENT2|aacA-ENT2|aminoglycoside_6'-N-acetyltransferase NG_052337:101-649,MEG_171|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,498431401|WP_010737153.1|NG_052281|1|1|aacA-ENT2|aacA-ENT2|aminoglycoside_6'-N-acetyltransferase NG_052281:101-649,MEG_172|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,927053167|WP_053766315.1|NG_052207|1|1|aacA-ENT2|aacA-ENT2|aminoglycoside_6'-N-acetyltransferase NG_052207:101-649,MEG_173|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,510802924|WP_016177698.1|NG_052168|1|1|aacA-ENT3|aacA-ENT3|aminoglycoside_6'-N-acetyltransferase NG_052168:101-652,MEG_174|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1105502226|WP_071846376.1|NG_052508|1|1|aacA43|aacA43|AAC(6')-Ia_family_aminoglycoside_6'-N-acetyltransferase_AacA43 NG_052508:101-664,MEG_175|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1199615747|WP_087349651.1|NG_063816|1|1|aac(6')-35|aac(6')-35|aminoglycoside_6'-N-acetyltransferase_AAC(6')-35 NG_063816:1-540,MEG_176|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,518484846|WP_019655053.1|NG_052534|1|1|aac(6')-set_A|aac(6')-set_A|aminoglycoside_6'-N-acetyltransferase NG_052534:101-655,MEG_177|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1105502103|WP_071846255.1|NG_052286|1|1|aacA34|aacA34|aminoglycoside_6'-N-acetyltransferase_AacA34 NG_052286:101-541,MEG_178|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,917771860|WP_052285801.1|NG_047319|1|1|aacA34|aacA34|aminoglycoside_6'-N-acetyltransferase_AacA34 NG_047319:101-541,MEG_179|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,895944069|WP_049031504.1|NG_052221|1|1|aac(6')-set_A|aac(6')-set_A|aminoglycoside_6'-N-acetyltransferase NG_052221:101-655,MEG_180|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,746038502|WP_039110076.1|NG_052220|1|1|aac(6')-29|aac(6')-29|aminoglycoside_6'-N-acetyltransferase_AAC(6')-29 NG_052220:101-508,MEG_181|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,654299991|WP_027814019.1|NG_052056|1|1|aacA38|aacA38|aminoglycoside_6'-N-acetyltransferase_AacA38 NG_052056:101-655,MEG_182|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,916531646|WP_051139090.1|NG_052170|1|1|aac(6')-Ian|aac(6')-Ian|aminoglycoside_N-acetyltransferase_AAC(6')-Ian NG_052170:101-673,MEG_183|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,446882549|WP_000959805.1|NG_052083|1|1|aacA57-2|aacA57-2|aminoglycoside_N-acetyltransferase_AAC(6')-Ian NG_052083:101-673,MEG_184|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,949780442|WP_057097547.1|NG_062220|1|2|aac(6')-Ie2|aac(6')-Ie2|bifunctional_aminoglycoside_N-acetyltransferase_AAC(6')-Ie2/aminoglycoside_O-phosphotransferase_APH(2'')-If2 NG_062220:1-1455,MEG_185|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,910928430|WP_050141558.1|NG_052200|1|1|aac(6')_Yersi|aac(6')_Yersi|aminoglycoside_6'-N-acetyltransferase NG_052200:101-532,MEG_186|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,491012597|WP_004874306.1|NG_052265|1|1|aac(6')_Yersi|aac(6')_Yersi|aminoglycoside_6'-N-acetyltransferase NG_052265:101-541,MEG_187|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,902809117|WP_049677835.1|NG_052199|1|1|aac(6')_Yersi|aac(6')_Yersi|aminoglycoside_6'-N-acetyltransferase NG_052199:101-547,MEG_188|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,914221899|WP_050537864.1|NG_052201|1|1|aac(6')_Yersi|aac(6')_Yersi|aminoglycoside_6'-N-acetyltransferase NG_052201:101-541,MEG_189|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,902774993|WP_049646085.1|NG_052198|1|1|aac(6')_Yersi|aac(6')_Yersi|aminoglycoside_6'-N-acetyltransferase NG_052198:101-547,MEG_190|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,763027631|WP_043911783.1|NG_052429|1|1|aac(6')_Strep|aac(6')_Strep|aminoglycoside_6'-N-acetyltransferase NG_052429:101-574,MEG_191|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,817129630|WP_046502149.1|NG_052464|1|1|aac(6')_Strep|aac(6')_Strep|aminoglycoside_6'-N-acetyltransferase NG_052464:101-574,MEG_192|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,702800658|WP_033268654.1|NG_052341|1|1|aac(6')_Strep|aac(6')_Strep|aminoglycoside_6'-N-acetyltransferase NG_052341:101-574,MEG_193|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,798836135|WP_045890872.1|NG_051492|1|1|aacA56|aac(6')_Ia_fam|AAC(6')-Ia_family_aminoglycoside_6'-N-acetyltransferase_AacA56 NG_051492:101-652,MEG_194|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,558873518|WP_023529211.1|NG_052445|1|1|aac(6')_Strep|aac(6')_Strep|aminoglycoside_6'-N-acetyltransferase NG_052445:101-586,MEG_195|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,739940554|WP_037790839.1|NG_052293|1|1|aac(6')_Strep|aac(6')_Strep|aminoglycoside_6'-N-acetyltransferase NG_052293:101-586,MEG_196|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,822211065|WP_046930149.1|NG_054689|1|1|aac(6')_Strep|aac(6')_Strep|aminoglycoside_6'-N-acetyltransferase NG_054689:101-574,MEG_197|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,746613581|WP_039639671.1|NG_052428|1|1|aac(6')_Strep|aac(6')_Strep|aminoglycoside_6'-N-acetyltransferase NG_052428:101-574,MEG_198|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1028080942|WP_063840325.1|NG_047305|1|1|aac(6')-Il|aac(6')-Il|aminoglycoside_N-acetyltransferase_AAC(6')-Il NG_047305:101-559,MEG_199|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1028080941|WP_063840324.1|NG_047304|1|1|aac(6')-Il|aac(6')-Il|aminoglycoside_N-acetyltransferase_AAC(6')-Il NG_047304:101-559,MEG_200|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1105502167|WP_071846318.1|NG_052392|1|1|aac(6')-Il|aac(6')-Il|aminoglycoside_N-acetyltransferase_AAC(6')-Il NG_052392:101-559,MEG_201|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1104448888|WP_071766620.1|NG_052119|1|1|aacA10|aacA10|AAC(6')-I_family_aminoglycoside_6'-N-acetyltransferase NG_052119:101-637,MEG_202|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,916601194|WP_051208285.1|NG_052294|1|1|aac(6')_Ia_fam|aac(6')_Ia_fam|AAC(6')-Ia_family_aminoglycoside_6'-N-acetyltransferase NG_052294:101-703,MEG_203|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1105502061|WP_071846213.1|NG_052208|1|1|aacA32|aacA32|aminoglycoside_6'-N-acetyltransferase NG_052208:101-655,MEG_204|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,779809410|WP_045332676.1|NG_052462|1|1|aac(6')-IIc|aac(6')-IIc|aminoglycoside_N-acetyltransferase_AAC(6')-IIc NG_052462:99-680,MEG_205|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1105502037|WP_071846189.1|NG_052142|1|1|aac(6')-IIa|aac(6')-IIa|aminoglycoside_N-acetyltransferase_AAC(6')-IIa NG_052142:21-575,MEG_206|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,753794811|WP_041550454.1|NG_052259|1|1|aacA47|aac(6')-set_A|aminoglycoside_6'-N-acetyltransferase_AacA47 NG_052259:101-655,MEG_207|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,1105502184|WP_071846334.1|NG_052423|1|1|aac(6')-set_A|aac(6')-set_A|aminoglycoside_6'-N-acetyltransferase NG_052423:101-655,MEG_208|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,657307400|WP_029391459.1|NG_052157|1|1|aacA-STR-10|aacA-STR-10|aminoglycoside_6'-N-acetyltransferase NG_052157:101-583,MEG_209|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,648636680|WP_026328431.1|NG_052533|1|1|aacA-STR-10|aacA-STR-10|aminoglycoside_6'-N-acetyltransferase NG_052533:101-583,MEG_210|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,510798120|WP_016172918.1|NG_052169|1|1|aac(6')_Entco|aac(6')_Entco|aminoglycoside_6'-N-acetyltransferase NG_052169:101-658,MEG_211|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,949621776|WP_057038955.1|NG_052222|1|1|aac(6')-Im|aac(6')-Im|aminoglycoside_N-acetyltransferase_AAC(6')-Im NG_052222:101-637,MEG_212|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
AMRFinder,488663716|WP_002592614.1|NG_052530|1|1|aac(6')-Im|aac(6')-Im|aminoglycoside_N-acetyltransferase_AAC(6')-Im NG_052530:101-637,MEG_213|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,
