S1_test,S3_test,S2_test
MEG_1908|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,4.0,0
MEG_6067|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTD,2.0,4.0,2.0
MEG_2393|Drugs|betalactams|Class_A_betalactamases|CTX,10.0,6.0,6.0
MEG_2956|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,8.0,6.0,6.0
MEG_7605|Drugs|Glycopeptides|VanD-type_accessory_protein|VANYD,6.0,6.0,2.0
MEG_4668|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,2.0
MEG_2210|Drugs|betalactams|Class_A_betalactamases|CTX,0,4.0,0
MEG_7199|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETS,8.0,2.0,4.0
MEG_5170|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,10.0,4.0
MEG_3096|Drugs|betalactams|Class_A_betalactamases|GES,2.0,0,0
MEG_5049|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,0
MEG_1469|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_regulator|BMR,0,4.0,0
MEG_7406|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,2.0,2.0,0
MEG_259|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,2.0,0
MEG_1981|Drugs|betalactams|Class_C_betalactamases|CMY,8.0,6.0,4.0
MEG_6915|Drugs|betalactams|Class_A_betalactamases|TEM,0,10.0,0
MEG_5993|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,4.0,0
MEG_6247|Drugs|betalactams|Class_A_betalactamases|SHV,6.0,4.0,2.0
MEG_7429|Drugs|Glycopeptides|VanD-type_resistance_protein|VANHD,4.0,6.0,0
MEG_7839|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_SMR_efflux_pump|YKKC,2.0,2.0,0
MEG_292|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,0,2.0,0
MEG_3944|Drugs|MLS|Macrolide_glycosyltransferases|MGT,4.0,2.0,4.0
MEG_5966|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,6.0,0
MEG_6051|Drugs|betalactams|Class_A_betalactamases|RCP,4.0,6.0,2.0
MEG_2816|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,4.0,0
MEG_6896|Drugs|betalactams|Class_A_betalactamases|TEM,0,6.0,0
MEG_7253|Drugs|betalactams|Class_A_betalactamases|TLA,4.0,8.0,4.0
MEG_3162|Drugs|betalactams|Class_B_betalactamases|GOB,0,6.0,0
MEG_6844|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,6.0,0
MEG_2990|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,4.0,2.0,2.0
MEG_3916|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXJ,2.0,2.0,0
MEG_5295|Drugs|betalactams|Class_A_betalactamases|OXY,2.0,4.0,0
MEG_2286|Drugs|betalactams|Class_A_betalactamases|CTX,6.0,0,2.0
MEG_3012|Drugs|Fosfomycin|Fosfomycin_thiol_transferases|FOSB,2.0,0,0
MEG_7493|Drugs|Glycopeptides|VanB-type_regulator|VANSB,0,2.0,0
MEG_2339|Drugs|betalactams|Class_A_betalactamases|CTX,10.0,10.0,6.0
MEG_6320|Drugs|betalactams|Class_A_betalactamases|SHV,0,6.0,0
MEG_2437|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,6.0,2.0
MEG_2157|Drugs|betalactams|Class_A_betalactamases|CTX,6.0,4.0,2.0
MEG_451|Drugs|betalactams|Class_C_betalactamases|ACT,0,8.0,0
MEG_1076|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0,2.0,0
MEG_5282|Drugs|betalactams|Class_A_betalactamases|OXY,0,8.0,0
MEG_6775|Drugs|betalactams|Class_A_betalactamases|TEM,0,2.0,0
MEG_5968|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,2.0,0
MEG_941|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_6099|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,16.0,30.0,6.0
MEG_3799|Drugs|betalactams|Penicillin_binding_protein|MECC,0,4.0,0
MEG_939|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_5009|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,2.0
MEG_6298|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,6.0,2.0
MEG_2923|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,2.0,6.0,0
MEG_1063|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-PRIME,0,2.0,0
MEG_6528|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,14.0,10.0,6.0
MEG_1765|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,0,6.0,0
MEG_3919|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXN,12.0,10.0,4.0
MEG_5953|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,4.0,2.0,0
MEG_3762|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|MDTM,0,6.0,0
MEG_4021|Drugs|betalactams|Class_C_betalactamases|MOX,6.0,6.0,2.0
MEG_3746|Multi-compound|Drug_and_biocide_and_metal_resistance|Drug_and_biocide_and_metal_RND_efflux_pumps|MDTA,6.0,2.0,0
MEG_6461|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,4.0,2.0
MEG_6212|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,2.0,0
MEG_7364|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,4.0,6.0,2.0
MEG_3413|Drugs|betalactams|Class_B_betalactamases|IND,8.0,4.0,4.0
MEG_1262|Drugs|betalactams|Class_B_betalactamases|BLAB,0,6.0,0
MEG_6699|Drugs|betalactams|Class_A_betalactamases|TEM,12.0,6.0,6.0
MEG_7192|Drugs|Tetracyclines|Tetracycline_transcriptional_repressor|TETR|RequiresSNPConfirmation,2.0,2.0,2.0
MEG_3555|Drugs|betalactams|Class_A_betalactamases|LEN,0,4.0,0
MEG_1245|Drugs|betalactams|Class_A_betalactamases|BLAA,4.0,4.0,2.0
MEG_5699|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,0
MEG_4265|Drugs|betalactams|Class_A_betalactamases|OKP,4.0,4.0,2.0
MEG_7530|Drugs|Glycopeptides|VanE-type_resistance_protein|VANTE,4.0,10.0,0
MEG_7723|Drugs|betalactams|Class_B_betalactamases|VIM,2.0,0,2.0
MEG_5164|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_2936|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,2.0,2.0,0
MEG_3563|Drugs|betalactams|Class_A_betalactamases|LEN,4.0,6.0,0
MEG_6990|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET39,6.0,0,2.0
MEG_2420|Drugs|betalactams|Class_A_betalactamases|CTX,0,6.0,0
MEG_5066|Drugs|betalactams|Class_D_betalactamases|OXA,6.0,6.0,6.0
MEG_2399|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,2.0,0
MEG_6887|Drugs|betalactams|Class_A_betalactamases|TEM,6.0,10.0,2.0
MEG_7320|Drugs|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,10.0,4.0,6.0
MEG_4471|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,2.0
MEG_6451|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,0,0
MEG_7033|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETA,4.0,8.0,4.0
MEG_6411|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,4.0,0
MEG_4849|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,6.0,0
MEG_2814|Drugs|MLS|23S_rRNA_methyltransferases|ERMC,0,4.0,0
MEG_3965|Drugs|betalactams|Class_C_betalactamases|MIR,4.0,4.0,2.0
MEG_4893|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_3202|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,6.0,10.0,0
MEG_6657|Drugs|betalactams|Class_A_betalactamases|TEM,6.0,0,2.0
MEG_1956|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,4.0,2.0
MEG_3577|Drugs|betalactams|Class_A_betalactamases|LEN,0,2.0,0
MEG_7058|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TETC,0,2.0,0
MEG_7373|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0,2.0,0
MEG_3371|Drugs|betalactams|Class_B_betalactamases|IMP,8.0,10.0,6.0
MEG_7370|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,2.0,4.0,0
MEG_5373|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,0,6.0,0
MEG_6586|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,6.0,0,6.0
MEG_4949|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,6.0,2.0
MEG_961|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,4.0,0,2.0
MEG_2830|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,0,2.0,0
MEG_1528|Drugs|betalactams|Class_A_betalactamases|CARB,0,6.0,0
MEG_5006|Drugs|betalactams|Class_D_betalactamases|OXA,0,6.0,0
MEG_6940|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,6.0,4.0
MEG_2174|Drugs|betalactams|Class_A_betalactamases|CTX,0,2.0,0
MEG_6215|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,4.0,0
MEG_937|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,4.0,6.0,4.0
MEG_1117|Drugs|Multi-drug_resistance|MDR_regulator|ARLR,4.0,2.0,2.0
MEG_4465|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,2.0,0
MEG_3476|Drugs|betalactams|Class_A_betalactamases|KPC,0,2.0,0
MEG_2880|Drugs|Elfamycins|Elfamycin_efflux_pumps|FACT,14.0,12.0,6.0
MEG_3968|Drugs|betalactams|Class_C_betalactamases|MIR,4.0,10.0,0
MEG_6424|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,6.0,0
MEG_6912|Drugs|betalactams|Class_A_betalactamases|TEM,8.0,6.0,2.0
MEG_1206|Drugs|betalactams|Class_B_betalactamases|BCII,0,4.0,0
MEG_7405|Drugs|Glycopeptides|VanA-type_resistance_protein|VANHA,2.0,2.0,2.0
MEG_3786|Drugs|betalactams|Penicillin_binding_protein|MECA,14.0,14.0,12.0
MEG_6684|Drugs|betalactams|Class_A_betalactamases|TEM,0,2.0,0
MEG_7667|Drugs|betalactams|Class_A_betalactamases|VEB,2.0,2.0,4.0
MEG_3510|Drugs|betalactams|Class_A_betalactamases|KPC,0,2.0,0
MEG_6324|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,0,0
MEG_6768|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,6.0,4.0
MEG_752|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT2-DPRIME,0,6.0,0
MEG_6911|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,0,0
MEG_7366|Drugs|Glycopeptides|VanC-type_resistance_protein|VANC,0,2.0,0
MEG_6757|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,6.0,0
MEG_7132|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,2.0,0
MEG_6389|Drugs|betalactams|Class_A_betalactamases|SHV,4.0,2.0,0
MEG_2372|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,8.0,4.0
MEG_4847|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,8.0,4.0
MEG_5279|Drugs|betalactams|Class_A_betalactamases|OXY,4.0,0,2.0
MEG_6305|Drugs|betalactams|Class_A_betalactamases|SHV,0,4.0,0
MEG_5667|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,0
MEG_2353|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,12.0,2.0
MEG_3833|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|MEPA,2.0,2.0,2.0
MEG_4068|Drugs|MLS|MLS_resistance_ABC_efflux_pumps|MSRA,4.0,0,2.0
MEG_4434|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_7259|Drugs|Aminoglycosides|Aminoglycoside-resistant_arabinosyltransferase|TLYA|RequiresSNPConfirmation,14.0,18.0,6.0
MEG_67|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,2.0,0,0
MEG_462|Drugs|betalactams|Class_C_betalactamases|ACT,2.0,12.0,0
MEG_5182|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,2.0
MEG_4488|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_7537|Drugs|Glycopeptides|VanA-type_accessory_protein|VANWA,10.0,4.0,4.0
MEG_2741|Drugs|MLS|Macrolide_esterases|EREA,0,2.0,0
MEG_1586|Drugs|Phenicol|Chloramphenicol_acetyltransferases|CATA,0,2.0,0
MEG_7756|Drugs|betalactams|Class_B_betalactamases|VIM,0,4.0,0
MEG_6255|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,2.0,0
MEG_3936|Biocides|Multi-biocide_resistance|Multi-biocide_RND_efflux_pump|MEXW,18.0,28.0,10.0
MEG_4201|Drugs|betalactams|Class_A_betalactamases|NMCA,2.0,4.0,2.0
MEG_4769|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,10.0,0
MEG_6425|Drugs|betalactams|Class_A_betalactamases|SHV,0,6.0,0
MEG_4745|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,4.0,2.0
MEG_1101|Drugs|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,2.0,6.0,0
MEG_6065|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTB,2.0,2.0,2.0
MEG_3473|Drugs|betalactams|Class_A_betalactamases|KPC,2.0,0,2.0
MEG_5865|Drugs|Fluoroquinolones|Quinolone_active_efflux|QEPA,4.0,4.0,4.0
MEG_7483|Drugs|Glycopeptides|VanL-type_regulator|VANRL,2.0,0,0
MEG_3352|Drugs|betalactams|Class_B_betalactamases|IMP,0,2.0,0
MEG_3355|Drugs|betalactams|Class_B_betalactamases|IMP,4.0,4.0,4.0
MEG_5357|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,8.0,0
MEG_3579|Drugs|betalactams|Class_A_betalactamases|LEN,4.0,4.0,2.0
MEG_6806|Drugs|betalactams|Class_A_betalactamases|TEM,6.0,4.0,4.0
MEG_2177|Drugs|betalactams|Class_A_betalactamases|CTX,4.0,0,2.0
MEG_5349|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,4.0,0
MEG_3937|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|MEXX,4.0,8.0,2.0
MEG_4944|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_5983|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,0,4.0,0
MEG_1529|Drugs|betalactams|Class_A_betalactamases|CARB,6.0,8.0,4.0
MEG_6301|Drugs|betalactams|Class_A_betalactamases|SHV,0,2.0,0
MEG_7709|Drugs|betalactams|Class_B_betalactamases|VIM,0,4.0,0
MEG_5033|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0
MEG_959|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,2.0,2.0
MEG_1764|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,2.0,8.0,2.0
MEG_5502|Drugs|betalactams|Class_C_betalactamases|PDC,0,2.0,0
MEG_5472|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,2.0
MEG_777|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_6568|Drugs|betalactams|Class_C_betalactamases|SRT,0,2.0,0
MEG_4019|Drugs|betalactams|Class_C_betalactamases|MOX,2.0,2.0,0
MEG_7481|Drugs|Glycopeptides|VanG-type_regulator|VANRG,0,4.0,0
MEG_7731|Drugs|betalactams|Class_B_betalactamases|VIM,2.0,4.0,0
MEG_7767|Drugs|betalactams|Class_B_betalactamases|VIM,4.0,2.0,0
MEG_3708|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,2.0,0,2.0
MEG_814|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,2.0,0
MEG_6028|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,2.0,2.0,0
MEG_7492|Drugs|Glycopeptides|VanB-type_regulator|VANSB,10.0,6.0,6.0
MEG_5390|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,8.0,14.0,6.0
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pumps|KPN,2.0,0,0
MEG_730|Drugs|betalactams|Penicillin_binding_protein|AMPH,8.0,8.0,6.0
MEG_3545|Drugs|betalactams|Class_A_betalactamases|LEN,8.0,8.0,4.0
MEG_5216|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0
MEG_456|Drugs|betalactams|Class_C_betalactamases|ACT,4.0,6.0,4.0
MEG_1379|Drugs|betalactams|Class_A_betalactamases|BLAZ,0,2.0,0
MEG_6881|Drugs|betalactams|Class_A_betalactamases|TEM,0,10.0,0
MEG_2828|Drugs|MLS|23S_rRNA_methyltransferases|ERMF,6.0,2.0,4.0
MEG_5327|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,18.0,18.0,4.0
MEG_2594|Drugs|betalactams|Class_C_betalactamases|DHA,4.0,6.0,2.0
MEG_1697|Drugs|betalactams|Class_A_betalactamases|CFX,6.0,2.0,2.0
MEG_6080|Drugs|betalactams|Class_A_betalactamases|ROB,2.0,4.0,2.0
MEG_1785|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMX,4.0,4.0,2.0
MEG_1975|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,6.0,2.0
MEG_2283|Drugs|betalactams|Class_A_betalactamases|CTX,6.0,4.0,2.0
MEG_3486|Drugs|betalactams|Class_A_betalactamases|KPC,2.0,2.0,2.0
MEG_5148|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,0,0
MEG_2564|Drugs|Trimethoprim|Dihydrofolate_reductase|DFRB,0,2.0,0
MEG_2106|Drugs|betalactams|Class_B_betalactamases|CPHA,2.0,0,0
MEG_6707|Drugs|betalactams|Class_A_betalactamases|TEM,10.0,2.0,10.0
MEG_1914|Drugs|betalactams|Class_C_betalactamases|CMY,6.0,2.0,6.0
MEG_3670|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,0,4.0,0
MEG_4966|Drugs|betalactams|Class_D_betalactamases|OXA,0,6.0,0
MEG_1491|Drugs|Multi-drug_resistance|Multi-drug_ABC_efflux_pumps|CARA,4.0,10.0,2.0
MEG_1793|Drugs|betalactams|Class_C_betalactamases|CMY,2.0,4.0,2.0
MEG_6550|Biocides|Multi-biocide_resistance|Multi-biocide_resistance_regulator|SOXRB,0,2.0,0
MEG_4918|Drugs|betalactams|Class_D_betalactamases|OXA,0,8.0,0
MEG_1769|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,4.0,8.0,4.0
MEG_6522|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|SME,0,6.0,0
MEG_4018|Drugs|betalactams|Class_C_betalactamases|MOX,8.0,2.0,2.0
MEG_3037|Drugs|betalactams|Class_C_betalactamases|FOX,10.0,12.0,6.0
MEG_5312|Drugs|betalactams|Class_A_betalactamases|OXY,2.0,6.0,2.0
MEG_5201|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,4.0,0
MEG_6553|Drugs|betalactams|Class_B_betalactamases|SPG,2.0,2.0,0
MEG_6105|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,10.0,18.0,4.0
MEG_1819|Drugs|betalactams|Class_C_betalactamases|CMY,0,2.0,0
MEG_4342|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_RND_efflux_pumps|OQXB,0,4.0,0
MEG_1938|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,6.0,2.0
MEG_7719|Drugs|betalactams|Class_B_betalactamases|VIM,2.0,0,2.0
MEG_4925|Drugs|betalactams|Class_D_betalactamases|OXA,0,8.0,0
MEG_3497|Drugs|betalactams|Class_A_betalactamases|KPC,4.0,2.0,0
MEG_3422|Drugs|betalactams|Class_B_betalactamases|IND,2.0,8.0,2.0
MEG_478|Drugs|betalactams|Class_C_betalactamases|ACT,6.0,8.0,0
MEG_5749|Drugs|betalactams|Class_B_betalactamases|PEDO,0,2.0,0
MEG_822|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,4.0,0
MEG_5353|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,10.0,12.0,6.0
MEG_5179|Drugs|betalactams|Class_D_betalactamases|OXA,4.0,6.0,2.0
MEG_3702|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|MCR,2.0,0,2.0
MEG_7519|Drugs|Glycopeptides|VanM-type_regulator|VANSM,2.0,2.0,2.0
MEG_3780|Drugs|betalactams|Penicillin_binding_protein|MECA,6.0,2.0,0
MEG_7495|Drugs|Glycopeptides|VanB-type_regulator|VANSB,2.0,2.0,2.0
MEG_476|Drugs|betalactams|Class_C_betalactamases|ACT,4.0,2.0,2.0
MEG_5196|Drugs|betalactams|Class_D_betalactamases|OXA,6.0,2.0,4.0
MEG_6692|Drugs|betalactams|Class_A_betalactamases|TEM,8.0,2.0,2.0
MEG_3489|Drugs|betalactams|Class_A_betalactamases|KPC,2.0,4.0,2.0
MEG_4025|Drugs|betalactams|Class_C_betalactamases|MOX,6.0,4.0,2.0
MEG_3234|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,4.0,4.0,0
MEG_3383|Drugs|betalactams|Class_B_betalactamases|IMP,2.0,4.0,2.0
MEG_5559|Drugs|betalactams|Class_C_betalactamases|PDC,2.0,0,0
MEG_2970|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,6.0,2.0,0
MEG_5532|Drugs|betalactams|Class_C_betalactamases|PDC,0,2.0,0
MEG_2848|Drugs|MLS|23S_rRNA_methyltransferases|ERMT,4.0,2.0,2.0
MEG_4945|Drugs|betalactams|Class_D_betalactamases|OXA,2.0,0,0
MEG_6996|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET43,10.0,12.0,10.0
MEG_886|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,0,2.0
MEG_6271|Drugs|betalactams|Class_A_betalactamases|SHV,6.0,12.0,6.0
MEG_6296|Drugs|betalactams|Class_A_betalactamases|SHV,2.0,8.0,0
MEG_2921|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|FLOR,0,2.0,0
MEG_6782|Drugs|betalactams|Class_A_betalactamases|TEM,0,6.0,0
MEG_7746|Drugs|betalactams|Class_B_betalactamases|VIM,0,2.0,0
MEG_728|Drugs|betalactams|Class_C_betalactamases|AMPC,4.0,4.0,0
MEG_5995|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,4.0,0,0
MEG_2332|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,6.0,0
MEG_75|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.0,10.0,4.0
MEG_6974|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET33,6.0,4.0,2.0
MEG_373|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MATE_efflux_pumps|ABEM,10.0,2.0,0
MEG_2354|Drugs|betalactams|Class_A_betalactamases|CTX,8.0,0,4.0
MEG_5359|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,16.0,12.0,6.0
MEG_6859|Drugs|betalactams|Class_A_betalactamases|TEM,2.0,4.0,2.0
MEG_5361|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,4.0,12.0,0
MEG_2965|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|FOLP|RequiresSNPConfirmation,4.0,4.0,0
MEG_6679|Drugs|betalactams|Class_A_betalactamases|TEM,8.0,2.0,2.0
MEG_6829|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,12.0,2.0
MEG_1772|Drugs|Phenicol|Phenicol_resistance_MFS_efflux_pumps|CMLA,10.0,4.0,4.0
MEG_4422|Drugs|betalactams|Class_D_betalactamases|OXA,0,2.0,0
MEG_2295|Drugs|betalactams|Class_A_betalactamases|CTX,2.0,2.0,2.0
MEG_6006|Drugs|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,2.0,6.0,0
MEG_272|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,4.0,2.0,2.0
MEG_5318|Drugs|betalactams|Class_A_betalactamases|OXY,4.0,2.0,4.0
MEG_6072|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|RMTF,0,2.0,0
MEG_6913|Drugs|betalactams|Class_A_betalactamases|TEM,4.0,0,2.0
MEG_901|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,2.0,0,2.0
MEG_2763|Drugs|MLS|23S_rRNA_methyltransferases|ERM,2.0,2.0,0
MEG_6716|Drugs|betalactams|Class_A_betalactamases|TEM,6.0,4.0,2.0
MEG_6995|Drugs|Tetracyclines|Tetracycline_resistance_MFS_efflux_pumps|TET42,0,6.0,0
MEG_7583|Drugs|Glycopeptides|VanC-type_resistance_protein|VANXYC,12.0,12.0,4.0
MEG_1901|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,6.0,2.0
MEG_6600|Drugs|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,2.0,6.0,2.0
MEG_1961|Drugs|betalactams|Class_C_betalactamases|CMY,4.0,6.0,4.0
MEG_6191|Drugs|betalactams|Class_A_betalactamases|SHV,0,2.0,0
